id,nombre,precio,descripción,largo(cm),alto(cm),ancho(cm),peso(kg),fecha_de_caducidad,duracion_sin_refrigerar,tipo_de_conserva,tienda
251,vacuno,13598,carne,,,,,2021-12-21,12,,77
191,marraqueta,6589,pan,,,,,2022-05-02,17,,12
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,22
331,lenguado,6376,pescado congelado,,,,1.21,2021-08-01,,,23
72,camisa,9228,ropa,6,24,30,0.58,,,,18
234,brocoli,10802,verduras,,,,,2022-01-06,5,,70
3,merlusa,13317,pescado congelado,,,,2.03,2021-08-09,,,44
116,cerdo congelado,11027,carne congelada,,,,2.27,2021-08-10,,,53
314,pavo congelado,12293,carne congelada,,,,3.25,2021-06-19,,,49
258,chaqueta,13813,ropa,35,33,14,0.63,,,,20
20,cerdo,12012,carne,,,,,2021-12-08,6,,80
3,merlusa,13317,pescado congelado,,,,2.03,2021-08-09,,,56
234,brocoli,10802,verduras,,,,,2022-01-06,5,,48
19,durazno en conserva,8421,fruta en conserva,,,,,2021-12-12,,frasco,44
19,durazno en conserva,8421,fruta en conserva,,,,,2021-12-12,,frasco,94
291,arvejas congeladas,9580,verduras congeladas,,,,3.57,2021-07-06,,,51
168,hallulla,6062,pan,,,,,2022-04-17,21,,63
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,98
202,garbanzos en conserva,14323,verdura en conserva,,,,,2022-01-29,,caja,89
178,manzana,13975,frutas,,,,,2022-01-02,15,,64
152,lenguado,13791,pescado congelado,,,,4.9,2022-04-27,,,23
97,lechuga,8668,verduras,,,,,2022-03-08,6,,81
60,pantalla para colgar,8436,pantalla de luz,6,24,5,0.6,,,,15
100,camisa,14690,ropa,15,16,31,0.99,,,,88
359,hamburguesa de vacuno,9503,hamburguesa,,,,3.31,2021-10-09,,,99
104,chaqueta,9435,ropa,17,38,46,0.37,,,,92
354,pollo congelado,8252,carne congelada,,,,2.98,2021-06-17,,,96
31,papaya en conserva,8954,fruta en conserva,,,,,2022-04-20,,lata,100
118,limon,11756,verduras,,,,,2021-06-28,15,,9
171,mix de frutas en conserva,8658,fruta en conserva,,,,,2022-02-04,,caja,89
155,vestido,12164,ropa,12,20,41,0.7,,,,77
185,cerdo,12579,carne,,,,,2021-12-20,6,,13
183,hallulla,10309,pan,,,,,2021-05-24,18,,28
5,mix de verduras congeladas,11791,verduras congeladas,,,,1.61,2022-01-03,,,62
190,pantalla papel,14669,pantalla de luz,7,15,41,0.36,,,,7
145,hamburguesa de verduras,8137,hamburguesa,,,,2.86,2022-02-04,,,55
254,kiwi,7974,frutas,,,,,2021-12-29,17,,17
32,pantalla para colgar,6200,pantalla de luz,47,45,32,0.19,,,,39
273,hallulla,12150,pan,,,,,2021-08-15,23,,57
29,limon,13395,verduras,,,,,2021-08-02,9,,96
394,limon,5808,verduras,,,,,2021-09-15,11,,89
400,mix de verduras congeladas,13648,verduras congeladas,,,,4.55,2022-04-09,,,61
321,esparragos frasco,9752,verdura en conserva,,,,,2021-06-24,,lata,8
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,61
417,pollo,10015,carne,,,,,2022-01-06,11,,72
251,vacuno,13598,carne,,,,,2021-12-21,12,,69
107,esparragos frasco,7134,verdura en conserva,,,,,2021-11-30,,caja,20
245,pantalla lisa,6627,pantalla de luz,49,31,37,0.25,,,,35
353,pavo congelado,7137,carne congelada,,,,2.29,2021-10-21,,,26
339,telefono,5181,producto tecnologico,21,23,26,0.3,,,,4
399,mouse,14474,producto tecnologico,42,36,10,0.36,,,,83
315,pantalla lisa,13048,pantalla de luz,40,24,26,0.36,,,,16
46,palta,13279,verduras,,,,,2021-09-14,17,,11
169,hallulla,12245,pan,,,,,2021-05-17,5,,57
414,pantalla lineas,11871,pantalla de luz,12,14,49,0.55,,,,20
365,camiseta,12323,ropa,6,14,41,0.34,,,,95
319,vacuno,13414,carne,,,,,2021-05-21,14,,22
231,jeans,13914,ropa,35,15,10,0.92,,,,99
42,cerdo,6686,carne,,,,,2022-01-09,19,,63
47,jeans,10242,ropa,47,43,11,0.68,,,,95
376,arvejas en conserva,14460,verdura en conserva,,,,,2022-02-21,,caja,2
165,camiseta,10613,ropa,35,31,31,0.29,,,,5
217,pollo,13965,carne,,,,,2021-09-16,24,,15
307,marraqueta,10434,pan,,,,,2022-01-11,20,,65
61,vacuno,5898,carne,,,,,2021-11-25,7,,86
38,cerdo congelado,5036,carne congelada,,,,2.67,2021-07-11,,,79
118,limon,11756,verduras,,,,,2021-06-28,15,,7
7,pantalla lineas,10802,pantalla de luz,33,41,5,0.41,,,,72
209,televisor,10968,producto tecnologico,27,37,47,0.18,,,,44
